id,age,job,work_experience(months),education,monthly_income,total_loans_count,active_loans_count,max_delay_days,possessions,count_dependents,marrige,credit_score
4174,33,entrepreneur,145,master,2110316,3,2,3,12,3,married,0.82
4175,39,entrepreneur,104,bachelor,806300,2,0,1,9,0,married,0.79
4176,34,worker,96,master,338702,2,1,3,5,0,single,0.59
4177,38,worker,71,bachelor,624347,3,2,22,7,0,married,0.48
4178,53,entrepreneur,97,bachelor,882402,5,2,4,10,3,married,0.6
4179,31,worker,14,master,460139,5,2,26,5,0,married,0.35
4180,37,worker,16,bachelor,401874,0,0,4,6,2,married,0.48
4181,29,worker,85,master,155995,6,2,45,4,3,married,0.37
4182,26,entrepreneur,120,bachelor,661924,2,1,3,5,3,married,0.57
4183,29,student,12,bachelor,135556,4,3,5,4,0,married,0.51
4184,30,worker,23,master,505177,5,1,3,5,1,single,0.63
4185,38,unemployed,31,phd,56236,3,1,46,3,2,married,0.39
4186,58,entrepreneur,164,master,1811141,5,2,5,15,3,married,0.77
4187,27,unemployed,0,master,59547,3,2,16,3,0,single,0.43
4188,30,worker,79,bachelor,324623,1,0,1,3,3,married,0.58
4189,34,student,18,master,65932,5,3,1,3,2,married,0.35
4190,38,entrepreneur,12,bachelor,357239,1,0,22,4,4,divorsed,0.47
4191,37,worker,68,bachelor,137142,1,0,5,5,1,married,0.53
4192,47,worker,84,bachelor,617612,6,4,12,7,2,single,0.66
4193,18,worker,34,bachelor,322468,2,0,5,3,1,single,0.51
4194,18,worker,71,none,534238,1,0,16,3,0,single,0.58
4195,30,worker,80,bachelor,234776,3,2,9,5,0,married,0.58
4196,45,worker,58,bachelor,373668,4,2,12,6,2,married,0.55
4197,19,worker,24,none,367008,5,2,14,4,0,single,0.46
4198,18,entrepreneur,77,bachelor,1620886,5,3,1,10,0,single,0.73
4199,40,worker,89,bachelor,435088,3,2,4,6,3,married,0.62
4200,37,student,8,bachelor,134805,5,1,3,2,1,divorsed,0.5
4201,24,worker,57,bachelor,387409,0,0,9,4,0,single,0.48
4202,25,worker,36,bachelor,384740,5,4,0,4,0,married,0.55
4203,25,unemployed,27,bachelor,58612,1,0,1,1,0,single,0.59
4204,36,student,20,bachelor,146648,4,2,0,4,1,married,0.56
4205,28,entrepreneur,79,bachelor,1119448,3,1,4,7,0,married,0.71
4206,39,worker,98,bachelor,494840,6,2,5,8,3,single,0.55
4207,18,worker,35,bachelor,308241,2,0,1,3,2,single,0.61
4208,26,student,12,master,194901,5,3,1,3,0,married,0.36
4209,23,worker,20,bachelor,204114,4,2,5,3,0,married,0.5
4210,32,student,19,bachelor,144819,5,2,2,3,2,single,0.54
4211,29,worker,39,master,192704,1,0,0,3,2,married,0.56
4212,42,worker,97,bachelor,699034,4,3,25,7,0,divorsed,0.41
4213,18,entrepreneur,159,none,1115582,4,2,20,6,0,single,0.64
4214,35,entrepreneur,61,bachelor,220536,3,1,0,3,2,married,0.61
4215,40,worker,94,phd,778223,3,1,2,7,3,married,0.69
4216,53,worker,32,master,796401,3,2,12,8,0,single,0.59
4217,30,worker,35,bachelor,175780,5,2,0,4,0,married,0.51
4218,38,unemployed,23,bachelor,69773,3,2,25,2,2,married,0.45
4219,18,worker,89,none,223027,4,1,0,1,1,single,0.67
4220,18,worker,70,none,454737,5,4,7,4,0,single,0.49
4221,43,student,2,bachelor,131664,1,0,5,5,1,married,0.53
4222,34,worker,60,master,323335,2,1,6,4,1,married,0.56
4223,46,worker,29,bachelor,514643,2,0,12,6,2,divorsed,0.51
4224,21,student,7,none,29767,2,1,0,2,0,single,0.5
4225,40,entrepreneur,192,bachelor,1538247,3,1,9,11,0,divorsed,0.82
4226,53,entrepreneur,22,bachelor,1351592,4,1,18,13,2,divorsed,0.62
4227,39,worker,99,phd,573412,6,3,12,7,2,married,0.56
4228,37,student,12,bachelor,147624,0,0,4,3,1,married,0.45
4229,35,worker,52,bachelor,325216,9,4,2,5,2,married,0.59
4230,19,unemployed,24,none,36646,1,0,12,2,1,single,0.47
4231,48,entrepreneur,36,bachelor,1283670,3,2,4,9,2,divorsed,0.59
4232,28,worker,22,master,385251,4,3,16,2,1,married,0.49
4233,40,student,11,bachelor,58401,2,1,0,5,1,married,0.53
4234,19,worker,57,none,453220,5,4,0,3,0,single,0.56
4235,23,worker,16,bachelor,179833,1,0,6,4,1,single,0.48
4236,49,worker,15,master,334738,4,2,1,6,2,married,0.5
4237,31,unemployed,16,master,26438,4,2,17,3,0,married,0.44
4238,49,worker,65,master,599811,4,1,0,7,2,married,0.59
4239,34,student,21,bachelor,48286,0,0,29,3,2,married,0.38
4240,18,entrepreneur,120,bachelor,1356279,4,2,3,7,0,single,0.67
4241,43,student,15,bachelor,96773,3,1,20,4,3,married,0.46
4242,29,unemployed,30,bachelor,24370,5,3,3,1,1,married,0.46
4243,41,worker,25,master,633804,3,0,5,8,2,married,0.59
4244,35,unemployed,16,bachelor,0,3,1,2,3,2,single,0.5
4245,19,student,4,none,73706,4,1,0,2,0,single,0.47
4246,36,student,8,bachelor,49377,4,2,9,4,4,married,0.54
4247,56,worker,68,bachelor,203622,1,0,16,7,2,married,0.52
4248,39,worker,61,bachelor,192158,1,0,13,2,0,single,0.46
4249,34,worker,37,master,625398,4,1,35,6,0,married,0.53
4250,45,unemployed,26,bachelor,113087,1,0,23,4,2,married,0.49
4251,37,entrepreneur,79,master,562391,0,0,1,6,2,divorsed,0.6
4252,37,worker,53,master,492557,2,1,9,5,1,married,0.55
4253,24,student,6,bachelor,36115,2,1,6,3,2,married,0.51
4254,37,entrepreneur,185,bachelor,790077,4,2,2,8,2,married,0.75
4255,45,entrepreneur,114,master,1267415,3,2,13,10,2,married,0.7
4256,26,worker,93,bachelor,522247,3,1,6,6,2,single,0.61
4257,49,unemployed,15,bachelor,88600,3,2,11,5,3,divorsed,0.43
4258,34,student,17,bachelor,133719,2,0,0,3,1,married,0.54
4259,26,worker,43,bachelor,327448,4,3,1,4,1,single,0.48
4260,44,student,6,master,34428,1,0,5,4,1,married,0.47
4261,32,entrepreneur,28,master,1754899,3,2,0,12,3,married,0.67
4262,42,worker,95,master,473292,1,0,2,7,1,married,0.65
4263,32,worker,91,master,433387,2,1,18,6,0,single,0.63
4264,34,student,6,bachelor,194088,1,0,6,4,1,married,0.45
4265,39,student,17,master,149688,4,2,12,5,1,married,0.53
4266,37,student,5,phd,168212,4,3,1,4,2,married,0.5
4267,18,worker,97,none,359372,0,0,4,4,1,single,0.49
4268,23,student,20,master,107974,2,0,17,1,1,married,0.52
4269,44,worker,68,bachelor,535779,2,1,0,7,2,single,0.6
4270,33,entrepreneur,181,bachelor,677769,4,3,3,7,2,married,0.77
4271,29,worker,13,master,565828,3,2,7,5,0,married,0.48
4272,21,entrepreneur,41,none,1197144,3,1,9,8,0,single,0.58
4273,24,student,6,bachelor,23164,1,0,1,2,2,single,0.54
4274,18,worker,69,none,202351,5,2,25,4,2,single,0.37
4275,33,worker,14,bachelor,239159,3,1,13,4,0,married,0.43
4276,29,student,0,bachelor,77793,3,1,0,0,1,married,0.42
4277,25,student,10,bachelor,106209,2,1,5,1,0,single,0.44
4278,34,entrepreneur,198,bachelor,1258228,0,0,22,9,0,married,0.8
4279,38,unemployed,28,bachelor,74868,2,1,23,2,2,single,0.37
4280,55,student,2,master,170087,2,1,21,6,2,single,0.37
4281,19,worker,80,none,416132,0,0,1,4,0,single,0.47
4282,46,unemployed,4,master,79296,1,0,6,5,0,single,0.45
4283,44,student,19,master,89596,0,0,6,5,3,married,0.35
4284,27,worker,9,bachelor,670077,3,2,5,4,0,married,0.54
4285,37,unemployed,7,master,93563,3,1,4,5,2,married,0.52
4286,30,unemployed,9,bachelor,44457,2,1,19,3,2,married,0.44
4287,36,worker,40,bachelor,659271,2,0,15,9,1,married,0.46
4288,50,student,12,master,179343,0,0,2,5,3,married,0.52
4289,41,student,16,bachelor,81436,5,2,15,5,0,married,0.45
4290,40,entrepreneur,144,bachelor,1728387,2,0,11,12,2,married,0.74
4291,30,unemployed,7,bachelor,0,5,2,0,2,2,married,0.42
4292,20,worker,24,none,343958,7,6,1,4,1,single,0.52
4293,32,entrepreneur,93,bachelor,1645317,5,3,29,9,2,married,0.52
4294,47,entrepreneur,136,phd,1032561,2,0,7,8,2,married,0.73
4295,19,worker,9,none,454606,3,1,62,4,0,single,0.26
4296,24,entrepreneur,139,bachelor,0,3,1,33,1,1,single,0.55
4297,36,worker,64,master,744798,4,1,14,7,2,married,0.67
4298,25,worker,23,bachelor,469784,4,2,3,5,1,married,0.5
4299,27,student,13,bachelor,31478,1,0,2,2,1,single,0.45
4300,30,entrepreneur,163,bachelor,958143,5,4,0,5,1,married,0.71
4301,21,worker,98,none,330188,5,4,1,3,1,single,0.58
4302,25,worker,36,master,292846,1,0,21,4,0,single,0.5
4303,42,entrepreneur,69,bachelor,482407,2,1,12,7,2,married,0.51
4304,21,worker,33,bachelor,429509,8,3,18,2,0,single,0.42
4305,19,unemployed,8,none,50140,6,4,18,1,0,single,0.38
4306,28,student,12,master,104541,5,4,36,4,0,married,0.33
4307,42,worker,95,bachelor,456656,1,0,12,7,3,single,0.53
4308,33,student,16,master,109921,4,3,8,3,2,single,0.45
4309,30,unemployed,14,bachelor,67370,3,1,8,1,1,married,0.47
4310,35,student,1,master,42470,2,0,11,2,0,single,0.49
4311,18,worker,11,none,301089,3,1,6,2,0,single,0.5
4312,39,entrepreneur,40,master,1823789,2,0,11,13,1,married,0.72
4313,38,worker,31,master,380922,1,0,9,5,0,married,0.56
4314,30,unemployed,27,bachelor,44898,2,1,1,2,2,married,0.43
4315,45,entrepreneur,18,master,0,5,3,1,2,2,married,0.46
4316,23,worker,39,bachelor,335956,4,1,2,2,0,single,0.61
4317,46,student,23,master,152632,6,2,14,5,1,married,0.4
4318,36,worker,15,master,141406,5,3,2,3,2,single,0.5
4319,31,worker,62,bachelor,511037,7,4,19,5,1,married,0.49
4320,34,entrepreneur,186,bachelor,811162,1,0,3,6,1,married,0.76
4321,33,unemployed,21,master,65856,2,1,9,4,0,married,0.46
4322,47,student,6,bachelor,152326,5,1,20,2,1,married,0.42
4323,24,worker,27,master,315553,3,1,18,5,3,single,0.44
4324,27,worker,24,bachelor,492465,1,0,18,5,2,single,0.45
4325,45,student,3,bachelor,40647,1,0,17,4,1,married,0.48
4326,29,worker,14,bachelor,262440,1,0,11,3,0,married,0.47
4327,44,worker,24,master,440673,8,6,12,6,1,single,0.55
4328,51,worker,7,bachelor,513984,1,0,30,8,1,single,0.35
4329,30,worker,97,bachelor,405638,3,1,15,4,0,single,0.56
4330,41,entrepreneur,70,bachelor,1253222,3,2,1,11,2,married,0.62
4331,23,student,6,bachelor,107607,2,1,2,1,3,single,0.53
4332,42,entrepreneur,82,master,201986,1,0,4,5,4,married,0.53
4333,36,worker,75,bachelor,617783,4,1,0,7,3,married,0.68
4334,39,entrepreneur,172,master,1624662,4,3,21,10,1,married,0.73
4335,28,worker,83,master,556458,1,0,5,5,2,married,0.56
4336,18,entrepreneur,36,bachelor,0,1,0,5,1,1,single,0.5
4337,40,entrepreneur,81,master,996251,2,0,5,9,1,married,0.67
4338,18,worker,33,bachelor,158695,2,0,6,2,1,single,0.57
4339,31,worker,23,bachelor,359432,6,4,2,4,2,married,0.53
4340,44,unemployed,30,bachelor,19615,4,2,13,4,2,single,0.44
4341,36,entrepreneur,60,bachelor,511972,7,4,21,6,2,married,0.57
4342,54,unemployed,26,master,35707,2,0,12,4,3,married,0.54
4343,45,entrepreneur,135,master,1588317,4,2,3,11,2,married,0.7
4344,28,worker,71,bachelor,422334,6,2,0,4,0,single,0.59
4345,35,student,7,bachelor,46451,3,1,1,4,1,married,0.6
4346,34,worker,90,master,250603,2,1,11,3,0,married,0.57
4347,19,unemployed,22,none,2214,3,1,14,2,1,single,0.45
4348,25,worker,71,bachelor,483714,3,2,6,2,0,married,0.54
4349,29,student,15,bachelor,14356,3,2,0,2,1,married,0.44
4350,18,entrepreneur,15,bachelor,305451,2,0,6,3,0,single,0.51
4351,35,entrepreneur,45,bachelor,270495,6,2,21,6,2,married,0.45
4352,32,worker,10,bachelor,344089,2,1,1,5,2,married,0.45
4353,18,worker,27,none,261548,3,2,23,2,1,single,0.38
4354,39,worker,25,bachelor,336898,3,1,30,6,1,divorsed,0.46
4355,42,student,6,bachelor,96634,1,0,10,4,0,married,0.41
4356,37,entrepreneur,186,bachelor,777213,3,1,0,7,1,single,0.74
4357,31,worker,82,bachelor,522938,2,1,4,5,0,single,0.62
4358,40,entrepreneur,45,bachelor,951698,0,0,19,9,2,married,0.58
4359,41,entrepreneur,183,master,1142034,5,3,12,10,2,single,0.78
4360,38,worker,11,bachelor,449283,8,4,6,4,0,married,0.46
4361,26,worker,61,master,691347,3,2,1,5,1,married,0.6
4362,37,worker,34,bachelor,319982,3,1,6,5,0,divorsed,0.61
4363,46,worker,58,bachelor,677009,6,4,0,7,1,married,0.54
4364,29,worker,6,master,644610,4,2,9,7,1,single,0.5
4365,55,entrepreneur,70,bachelor,942987,3,0,15,10,0,single,0.6
4366,29,worker,53,bachelor,310210,1,0,9,3,2,single,0.54
4367,35,entrepreneur,18,bachelor,1442647,2,1,0,12,1,single,0.69
4368,28,student,21,master,87734,6,2,11,3,0,single,0.34
4369,37,student,13,master,190911,0,0,6,3,1,married,0.48
4370,18,unemployed,28,none,35579,5,4,5,1,0,single,0.49
4371,29,worker,62,bachelor,551401,4,1,3,5,3,married,0.54
4372,24,worker,56,bachelor,184927,5,2,1,1,1,single,0.5
4373,36,worker,93,master,416603,1,0,8,6,0,married,0.58
4374,44,student,18,bachelor,157535,3,2,17,4,3,divorsed,0.51
4375,41,entrepreneur,38,master,1974974,0,0,42,14,0,divorsed,0.55
4376,18,student,22,none,75395,3,1,10,2,1,single,0.46
4377,55,worker,50,bachelor,859829,2,0,3,9,4,married,0.56
4378,37,worker,26,bachelor,430490,3,1,5,6,1,single,0.54
4379,27,unemployed,11,master,23047,3,1,12,2,0,married,0.38
4380,36,worker,98,master,387793,2,1,6,5,1,married,0.49
4381,36,student,0,bachelor,35930,2,1,7,3,0,married,0.44
4382,28,worker,96,bachelor,471580,3,2,1,5,0,married,0.49
4383,36,student,11,master,97389,2,1,7,3,2,single,0.46
4384,28,student,3,master,54988,4,1,35,4,1,married,0.4
4385,30,student,14,bachelor,86305,3,1,4,3,0,married,0.57
4386,28,worker,94,bachelor,674165,5,1,1,6,2,married,0.68
4387,20,student,15,none,74561,1,0,6,2,0,single,0.55
4388,36,worker,84,bachelor,494518,3,1,7,5,1,single,0.57
4389,40,unemployed,7,master,51899,3,1,60,3,2,married,0.2
4390,40,entrepreneur,122,master,0,1,0,2,4,1,married,0.64
4391,43,student,17,master,150000,2,1,7,5,0,married,0.53
4392,38,student,10,bachelor,82158,3,2,4,4,3,divorsed,0.5
4393,29,worker,46,bachelor,491989,4,1,13,5,3,married,0.52
4394,43,entrepreneur,44,bachelor,1111912,3,1,20,9,3,married,0.48
4395,21,student,8,bachelor,108220,3,2,14,2,0,single,0.33
4396,25,entrepreneur,23,bachelor,689641,4,2,2,6,2,single,0.55
4397,25,worker,7,bachelor,456262,3,1,10,4,0,married,0.55
4398,45,worker,26,master,567791,1,0,2,8,0,married,0.51
4399,44,unemployed,13,phd,56652,5,1,41,4,1,married,0.34
4400,39,entrepreneur,45,bachelor,1533834,2,1,8,11,3,married,0.67
4401,45,entrepreneur,96,bachelor,552266,3,1,5,8,1,married,0.63
4402,26,worker,69,bachelor,834295,3,2,10,7,0,married,0.53
4403,38,worker,28,bachelor,144126,4,1,9,5,1,married,0.4
4404,33,worker,90,master,519955,1,0,24,7,0,single,0.48
4405,43,worker,55,phd,431784,5,3,7,3,2,divorsed,0.53
4406,33,worker,19,bachelor,739782,5,3,14,6,3,married,0.45
4407,31,student,20,bachelor,223301,2,0,41,6,3,married,0.35
4408,40,student,11,master,95793,2,1,9,3,2,married,0.45
4409,43,worker,51,bachelor,167546,3,2,1,5,2,married,0.52
4410,28,entrepreneur,129,bachelor,22074,3,1,55,3,1,single,0.38
4411,34,unemployed,14,master,94646,3,2,10,5,1,single,0.4
4412,24,worker,10,master,572984,7,3,45,4,0,single,0.35
4413,18,worker,71,none,221491,5,2,7,3,0,single,0.49
4414,37,student,21,bachelor,125480,2,1,0,5,3,married,0.53
4415,41,unemployed,5,bachelor,100839,0,0,26,3,1,married,0.37
4416,37,worker,7,bachelor,562136,2,1,21,7,3,married,0.42
4417,18,entrepreneur,40,none,1003372,1,0,6,7,1,single,0.6
4418,31,entrepreneur,72,bachelor,1068116,5,3,4,8,1,single,0.61
4419,18,worker,76,bachelor,375030,1,0,1,4,2,single,0.62
4420,48,worker,21,master,526397,2,0,26,8,2,married,0.47
4421,24,unemployed,31,master,58253,3,1,7,2,1,single,0.39
4422,47,student,0,bachelor,146855,0,0,15,6,1,married,0.47
4423,44,worker,19,bachelor,245460,1,0,9,7,0,married,0.52
4424,25,unemployed,10,master,29585,8,2,1,5,0,single,0.48
4425,23,worker,81,master,297483,3,1,0,3,2,single,0.63
4426,38,entrepreneur,182,master,2024639,4,3,4,15,0,married,0.83
4427,26,unemployed,5,master,0,0,0,0,2,0,married,0.44
4428,36,entrepreneur,66,master,803156,4,1,2,6,3,married,0.7
4429,30,student,11,bachelor,94355,4,3,24,3,0,married,0.4
4430,18,worker,36,none,255753,1,0,8,3,2,single,0.46
4431,18,student,11,none,184540,5,3,11,2,0,single,0.41
4432,37,entrepreneur,179,master,1329237,2,1,15,9,3,married,0.7
4433,29,entrepreneur,166,bachelor,1147259,5,2,29,9,0,single,0.64
4434,29,worker,57,master,586721,1,0,1,8,0,single,0.65
4435,41,worker,12,bachelor,340944,1,0,8,5,0,single,0.52
4436,46,student,13,master,71651,0,0,4,5,2,married,0.53
4437,32,entrepreneur,111,bachelor,1915664,6,1,4,12,4,single,0.78
4438,31,entrepreneur,172,bachelor,791880,0,0,11,7,1,married,0.58
4439,40,unemployed,26,master,96451,2,1,2,4,2,married,0.47
4440,21,entrepreneur,147,none,864374,5,3,10,6,0,single,0.53
4441,37,entrepreneur,144,bachelor,1128167,4,1,4,10,3,married,0.68
4442,40,entrepreneur,72,bachelor,583410,2,1,1,8,2,married,0.6
4443,41,worker,77,master,475259,2,0,18,8,0,single,0.48
4444,18,worker,65,bachelor,352975,0,0,1,3,0,married,0.57
4445,27,unemployed,20,master,55740,0,0,7,2,1,married,0.51
4446,26,worker,29,master,519624,2,0,3,3,0,single,0.57
4447,35,worker,12,master,448402,3,1,30,5,1,married,0.38
4448,39,student,18,bachelor,47726,1,0,9,3,1,married,0.43
4449,49,worker,41,bachelor,362411,5,2,10,6,2,married,0.54
4450,30,worker,32,bachelor,560013,5,1,7,5,1,married,0.58
4451,30,worker,34,bachelor,573244,2,0,22,3,2,single,0.55
4452,46,student,22,master,183566,4,1,3,3,1,married,0.48
4453,37,worker,25,bachelor,141913,3,1,8,3,1,married,0.4
4454,47,student,5,bachelor,85310,2,1,2,4,2,married,0.51
4455,37,entrepreneur,125,bachelor,1006406,4,2,2,11,2,married,0.59
4456,23,worker,81,bachelor,333531,3,2,6,3,0,single,0.56
4457,21,worker,8,none,331978,2,0,3,3,1,single,0.47
4458,19,student,9,none,117884,3,2,13,2,2,single,0.43
4459,41,worker,44,master,430467,4,2,0,5,2,married,0.49
4460,46,worker,88,bachelor,574406,3,1,1,8,3,single,0.59
4461,53,entrepreneur,56,phd,2645501,3,1,9,15,2,married,0.71
4462,43,entrepreneur,137,bachelor,1515240,2,1,0,13,1,married,0.77
4463,46,student,3,bachelor,151374,3,2,3,5,4,married,0.54
4464,29,worker,36,bachelor,496559,2,0,9,4,2,married,0.56
4465,23,student,9,bachelor,0,1,0,2,2,0,single,0.48
4466,43,unemployed,5,bachelor,0,3,0,15,5,2,married,0.49
4467,39,unemployed,0,bachelor,91154,6,4,32,5,1,divorsed,0.33
4468,36,worker,11,bachelor,264088,1,0,27,5,2,married,0.29
4469,38,worker,13,master,308196,4,1,0,5,2,married,0.5
4470,38,entrepreneur,39,bachelor,873398,4,3,12,8,2,married,0.5
4471,47,entrepreneur,26,master,1773037,2,0,14,12,3,married,0.61
4472,47,worker,13,bachelor,367060,4,2,1,4,2,married,0.5
4473,40,unemployed,21,bachelor,29395,3,2,0,4,0,married,0.48
4474,43,worker,11,bachelor,325822,2,1,1,6,1,married,0.57
4475,40,worker,34,master,516133,2,0,6,5,2,married,0.64
4476,30,entrepreneur,126,bachelor,878273,3,1,20,6,0,single,0.6
4477,42,worker,39,phd,457199,6,3,4,4,1,married,0.53
4478,21,entrepreneur,18,none,282734,5,3,1,2,0,single,0.57
4479,45,student,7,master,158376,2,0,9,3,2,married,0.4
4480,23,worker,79,master,306596,3,2,4,1,1,married,0.52
4481,37,student,12,bachelor,94003,2,0,40,3,2,married,0.34
4482,26,worker,67,master,806292,2,1,7,6,1,single,0.59
4483,40,worker,91,bachelor,272719,3,1,0,4,2,married,0.63
4484,34,unemployed,20,bachelor,19869,4,3,14,3,2,single,0.4
4485,19,worker,70,none,345823,3,2,27,3,0,single,0.47
4486,39,entrepreneur,52,master,525517,1,0,13,8,2,married,0.63
4487,29,worker,47,bachelor,733703,5,3,3,5,1,married,0.6
4488,43,entrepreneur,127,bachelor,444868,5,3,20,8,0,married,0.67
4489,35,worker,71,phd,349544,0,0,8,6,2,married,0.55
4490,38,worker,98,bachelor,271586,3,2,7,4,1,married,0.56
4491,25,worker,16,bachelor,363015,6,2,2,3,1,married,0.55
4492,29,worker,55,master,165292,4,1,5,4,2,married,0.54
4493,30,worker,76,bachelor,295598,5,1,11,6,1,married,0.53
4494,43,worker,40,bachelor,441758,3,2,17,3,2,married,0.45
4495,51,unemployed,29,master,65504,5,2,21,5,2,divorsed,0.43
4496,26,entrepreneur,91,bachelor,1003928,4,3,8,7,0,married,0.59
4497,45,unemployed,14,bachelor,114056,7,2,20,6,2,single,0.42
4498,18,worker,25,none,353206,5,3,32,1,0,single,0.35
4499,23,unemployed,27,master,0,2,0,12,2,0,single,0.5
4500,25,entrepreneur,134,bachelor,609306,6,4,20,6,0,married,0.52
4501,21,worker,42,none,381422,5,2,29,3,0,single,0.4
4502,19,worker,8,none,389286,2,0,4,4,0,single,0.46
4503,39,student,4,bachelor,11461,4,1,17,4,1,divorsed,0.48
4504,32,student,8,master,264855,2,1,9,5,1,single,0.46
4505,38,student,15,bachelor,105059,4,2,14,5,2,married,0.45
4506,41,student,13,master,126969,4,2,1,5,2,single,0.41
4507,37,entrepreneur,125,bachelor,1669730,6,5,23,12,2,married,0.65
4508,41,worker,52,bachelor,321716,5,3,12,4,3,single,0.38
4509,34,worker,95,bachelor,349262,1,0,2,5,0,married,0.7
4510,23,entrepreneur,51,bachelor,0,5,3,11,2,1,married,0.44
4511,45,entrepreneur,142,bachelor,1472551,4,2,10,10,0,divorsed,0.72
4512,29,unemployed,10,bachelor,62418,5,4,8,4,0,married,0.42
4513,25,worker,34,bachelor,406227,4,3,1,4,0,single,0.53
4514,33,worker,96,bachelor,442390,0,0,7,5,2,married,0.59
4515,25,worker,63,bachelor,512108,3,1,10,5,2,married,0.57
4516,30,student,17,phd,97970,3,2,8,2,1,single,0.59
4517,38,student,14,bachelor,0,4,1,4,2,1,single,0.48
4518,38,worker,15,bachelor,399114,1,0,12,6,1,married,0.6
4519,26,unemployed,31,master,79655,2,0,10,1,0,married,0.55
4520,30,student,2,bachelor,226532,1,0,2,6,1,single,0.54
4521,45,student,14,master,174321,4,2,4,5,0,single,0.54
4522,39,student,22,phd,123043,2,1,6,4,2,married,0.59
4523,55,entrepreneur,17,bachelor,1708769,6,3,19,14,1,married,0.46
4524,46,worker,80,master,456073,4,1,1,7,0,married,0.6
4525,46,worker,65,bachelor,486049,5,4,5,8,1,married,0.62
4526,21,student,10,none,131094,0,0,0,3,0,single,0.51
4527,42,worker,32,bachelor,341010,1,0,11,5,2,married,0.5
4528,34,student,22,bachelor,117931,4,1,5,3,2,married,0.47
4529,29,worker,36,bachelor,338482,4,3,3,5,2,married,0.51
4530,36,student,2,bachelor,104058,1,0,18,2,1,married,0.41
4531,44,entrepreneur,24,master,1574020,4,3,52,12,3,married,0.41
4532,40,worker,64,bachelor,778858,5,2,13,7,3,married,0.48
4533,26,entrepreneur,65,bachelor,0,5,1,0,2,2,single,0.54
4534,42,worker,26,bachelor,371453,4,1,36,8,0,married,0.38
4535,28,worker,48,bachelor,438602,3,2,1,6,0,married,0.47
4536,37,student,10,bachelor,30777,1,0,3,4,1,single,0.49
4537,31,worker,72,master,597429,4,1,5,8,3,married,0.63
4538,32,worker,43,bachelor,275532,4,1,1,5,2,married,0.53
4539,42,worker,29,master,624013,5,3,5,7,1,married,0.49
4540,24,entrepreneur,117,bachelor,1096220,2,0,23,7,0,single,0.62
4541,54,entrepreneur,62,master,510745,1,0,3,6,2,single,0.65
4542,18,entrepreneur,57,none,927982,1,0,3,5,0,single,0.65
4543,29,student,10,bachelor,141678,1,0,8,3,2,single,0.53
4544,38,worker,32,master,320805,2,0,11,4,2,single,0.5
4545,40,student,20,bachelor,106913,4,3,9,2,0,married,0.45
4546,33,worker,94,master,581740,4,1,0,7,0,married,0.67
4547,34,worker,35,master,482392,5,3,21,4,1,married,0.46
4548,39,student,9,bachelor,79015,0,0,13,4,1,married,0.4
4549,32,entrepreneur,142,master,1639555,3,2,8,12,1,single,0.71
4550,48,worker,82,master,729553,5,1,5,8,4,married,0.53
4551,43,worker,65,master,701910,2,1,36,6,1,married,0.47
4552,43,student,17,bachelor,18934,0,0,18,5,2,married,0.48
4553,25,worker,50,bachelor,458680,4,1,3,3,1,single,0.6
4554,34,unemployed,29,bachelor,73971,4,2,9,4,0,married,0.44
4555,31,worker,29,bachelor,455015,4,1,2,5,0,single,0.51
4556,24,unemployed,13,bachelor,62070,3,2,8,3,0,single,0.47
4557,38,student,13,master,55402,1,0,13,4,2,married,0.45
4558,29,worker,49,bachelor,219247,5,1,6,5,1,married,0.61
4559,41,entrepreneur,74,master,1569023,5,2,3,11,1,married,0.63
4560,24,worker,9,bachelor,531401,3,2,4,5,0,single,0.51
4561,52,student,15,bachelor,66166,3,1,19,4,2,married,0.38
4562,26,worker,56,bachelor,257188,3,1,0,2,0,single,0.53
4563,37,worker,79,bachelor,580986,2,1,24,6,1,married,0.55
4564,42,entrepreneur,123,master,648164,2,1,2,8,1,divorsed,0.67
4565,29,entrepreneur,112,bachelor,880130,5,3,9,7,0,married,0.59
4566,43,entrepreneur,187,bachelor,994224,1,0,6,9,1,divorsed,0.85
4567,22,worker,70,bachelor,382353,1,0,3,4,1,single,0.58
4568,49,student,4,master,132836,2,1,22,6,0,married,0.43
4569,35,worker,82,bachelor,241280,1,0,17,3,2,married,0.45
4570,29,entrepreneur,56,bachelor,305287,4,2,8,3,0,married,0.49
4571,32,unemployed,2,bachelor,9361,2,1,5,3,1,married,0.43
4572,43,student,16,bachelor,92312,3,1,11,4,3,single,0.56
4573,29,worker,88,bachelor,302055,6,4,1,3,2,married,0.51
4574,27,worker,42,bachelor,439202,5,3,29,5,1,single,0.45
4575,32,student,4,master,176272,3,1,22,5,0,married,0.44
4576,23,worker,52,bachelor,425710,8,4,7,4,0,single,0.57
4577,53,worker,49,bachelor,332427,4,2,18,5,4,married,0.45
4578,29,student,23,master,47795,3,1,25,5,2,single,0.45
4579,43,entrepreneur,172,master,1502849,2,1,1,12,2,married,0.74
4580,37,entrepreneur,32,bachelor,1430422,4,3,3,8,3,single,0.62
4581,25,unemployed,2,bachelor,45079,2,1,2,1,1,single,0.55
4582,34,student,3,bachelor,123697,2,0,10,4,2,married,0.42
4583,42,worker,37,bachelor,384690,4,2,40,6,0,single,0.37
4584,33,worker,29,master,628468,2,1,0,5,0,married,0.63
