user_product_id,user_id,product_id,start_date,end_date,status,balance,monthly_payment,payment_progress,last_payment_date
14899,3936,206,2020-08-10,2021-08-05,Completed,908004,44598.54,1.0,2022-03-04
14900,3937,204,2020-03-04,2025-02-06,Active,624233,41615.53,0.74,2021-12-10
14901,3937,201,2020-12-06,2021-12-01,Completed,47634519,567077.61,1.0,2021-11-19
14902,3938,201,2023-03-07,2026-02-19,Completed,32577368,171459.83,1.0,2024-12-06
14903,3938,201,2024-08-29,2027-08-14,Active,33051787,227943.36,0.67,2025-01-05
14904,3938,207,2020-10-31,2021-10-26,Completed,374540,7126.29,1.0,2022-01-10
14905,3939,204,2023-09-04,2024-08-29,Completed,1392466,116038.83,1.0,2025-08-27
14906,3939,205,2023-06-25,2023-12-22,Completed,1370985,85686.56,1.0,2024-01-23
14907,3940,208,2020-10-03,2022-09-23,Active,3858668,551238.29,0.88,2021-02-02
14908,3941,208,2023-09-19,2026-09-03,Active,1299114,118101.27,0.67,2025-11-22
14909,3941,208,2023-10-04,2028-09-07,Active,653057,65305.7,0.7,2025-07-24
14910,3941,203,2020-07-03,2030-05-12,Active,7700903,179090.77,0.91,2021-04-15
14911,3942,207,2020-04-14,2025-03-19,Completed,44676,1338.36,1.0,2022-08-02
14912,3942,206,2021-04-23,2023-04-13,Completed,50693,561.04,1.0,2023-08-17
14913,3942,206,2022-02-13,2023-02-08,Completed,1989722,77307.95,1.0,2023-06-07
14914,3943,207,2023-09-22,2033-07-31,Completed,446906,10273.83,1.0,2024-08-10
14915,3943,204,2022-07-17,2032-05-25,Completed,941047,67217.64,1.0,2023-02-08
14916,3943,201,2021-06-23,2031-05-02,Active,41043805,369764.01,0.28,2023-07-25
14917,3944,205,2024-09-02,2025-08-28,Active,931076,93107.6,0.2,2026-03-24
14918,3944,206,2024-09-06,2034-07-16,Active,1471205,22784.46,0.93,2025-09-14
14919,3945,201,2020-01-21,2022-01-10,Active,6710855,45039.3,0.48,2020-08-08
14920,3945,208,2023-10-14,2026-09-28,Completed,4286708,535838.5,1.0,2025-03-13
14921,3945,202,2020-12-11,2022-12-01,Active,4430069,85193.63,0.6,2023-01-02
14922,3946,203,2020-01-27,2023-01-11,Completed,18463825,450337.2,1.0,2020-08-15
14923,3947,201,2021-10-08,2023-04-01,Completed,19141161,308728.4,1.0,2022-05-03
14924,3948,205,2020-07-10,2021-01-06,Active,1082840,180473.33,0.62,2020-11-08
14925,3948,205,2021-12-18,2022-12-13,Active,477017,26500.94,0.13,2022-02-28
14926,3948,206,2020-11-24,2021-05-23,Active,1148001,30943.63,0.79,2021-01-04
14927,3949,202,2021-06-08,2022-11-30,Active,7001244,122828.84,0.67,2023-10-08
14928,3950,201,2020-10-15,2025-09-19,Completed,40142030,243285.03,1.0,2022-04-30
14929,3950,207,2022-04-29,2032-03-07,Completed,97658,2448.48,1.0,2024-07-12
14930,3950,208,2020-08-13,2022-08-03,Completed,3609908,451238.5,1.0,2020-12-28
14931,3951,201,2022-10-14,2024-10-03,Active,39400009,480487.91,0.64,2023-03-08
14932,3951,204,2020-07-13,2021-07-08,Active,663696,82962.0,0.22,2022-07-23
14933,3951,208,2024-08-13,2025-02-09,Active,1546575,154657.5,0.18,2026-12-31
14934,3952,202,2023-05-06,2028-04-09,Active,8021255,195640.37,0.76,2024-02-15
14935,3952,205,2024-02-28,2025-08-21,Active,1383167,115263.92,0.85,2025-11-11
14936,3953,201,2021-01-25,2030-12-04,Completed,24789709,128444.09,1.0,2022-07-22
14937,3953,208,2023-03-06,2026-02-18,Active,541284,60142.67,0.6,2025-08-14
14938,3953,204,2023-05-27,2033-04-04,Active,1106937,100630.64,0.42,2024-07-27
14939,3954,201,2021-12-03,2023-11-23,Completed,13818580,126775.96,1.0,2022-04-03
14940,3954,206,2022-12-05,2032-10-13,Active,901307,31292.86,0.38,2024-08-24
14941,3954,205,2021-05-22,2021-11-18,Active,984867,75759.0,0.61,2022-10-09
14942,3955,207,2024-11-25,2025-05-24,Completed,428261,11735.5,1.0,2026-12-31
14943,3955,205,2020-09-06,2022-08-27,Active,369631,41070.11,0.82,2021-03-18
14944,3956,207,2020-07-31,2021-07-26,Completed,107462,2815.5,1.0,2022-05-19
14945,3957,205,2021-03-11,2024-02-24,Active,517231,51723.1,0.69,2021-07-07
14946,3957,205,2024-09-28,2027-09-13,Completed,155638,12969.83,1.0,2026-07-10
14947,3958,203,2023-10-05,2025-09-24,Active,19482684,512702.21,0.43,2025-04-30
14948,3958,202,2021-12-14,2023-12-04,Completed,9533004,257648.76,1.0,2022-12-27
14949,3959,206,2020-12-14,2023-11-29,Completed,987755,40732.33,1.0,2022-09-18
14950,3960,206,2023-02-05,2026-01-20,Active,890295,11790.73,0.59,2023-09-05
14951,3960,204,2022-02-27,2023-08-21,Active,665295,41580.94,0.73,2022-09-28
14952,3961,206,2022-07-02,2027-06-06,Completed,1223207,36880.56,1.0,2024-08-06
14953,3962,201,2022-03-14,2022-09-10,Completed,36672862,482537.66,1.0,2023-04-25
14954,3962,202,2021-03-16,2021-09-12,Completed,8094485,261112.42,1.0,2022-10-24
14955,3963,206,2020-10-07,2021-10-02,Active,111245,1673.19,0.78,2021-11-16
14956,3963,201,2020-05-28,2020-11-24,Active,31357224,171350.95,0.13,2022-11-01
14957,3963,204,2023-04-06,2024-09-27,Completed,178498,25499.71,1.0,2024-03-28
14958,3964,204,2024-11-30,2034-10-09,Completed,322115,16953.42,1.0,2025-11-23
14959,3964,207,2023-04-14,2024-04-08,Completed,211071,3363.87,1.0,2025-09-07
14960,3965,208,2023-04-21,2033-02-27,Completed,2694340,449056.67,1.0,2025-06-21
14961,3965,206,2022-12-26,2032-11-03,Active,1951388,19597.63,0.92,2023-08-13
14962,3965,202,2020-12-08,2030-10-17,Active,8039969,133999.48,0.12,2022-06-26
14963,3966,204,2020-11-02,2021-10-28,Completed,1676145,186238.33,1.0,2023-01-19
14964,3966,206,2023-10-25,2028-09-28,Active,1740559,78434.55,0.23,2024-03-06
14965,3966,208,2023-11-28,2028-11-01,Active,3098497,516416.17,0.68,2024-02-27
14966,3967,202,2022-10-07,2025-09-21,Completed,2559072,43374.1,1.0,2024-10-29
14967,3967,202,2021-09-08,2023-03-02,Active,4237274,121064.97,0.88,2022-12-01
14968,3968,208,2023-02-10,2024-08-03,Active,1916176,319362.67,0.35,2023-10-21
14969,3968,208,2020-08-21,2021-02-17,Completed,3482057,348205.7,1.0,2021-07-17
14970,3969,207,2020-06-25,2023-06-10,Completed,252464,7402.55,1.0,2022-11-14
14971,3969,205,2020-09-12,2023-08-28,Active,950818,55930.47,0.76,2020-12-12
14972,3970,203,2021-08-17,2026-07-22,Active,16891994,1407666.17,0.86,2023-03-11
14973,3971,203,2022-06-12,2022-12-09,Completed,17347215,1334401.15,1.0,2022-07-12
14974,3971,207,2023-01-11,2024-07-04,Active,113116,1831.61,0.92,2023-08-04
14975,3972,204,2024-10-25,2026-04-18,Completed,342403,26338.69,1.0,2027-01-08
14976,3972,201,2021-09-05,2026-08-10,Active,32088150,250688.67,0.79,2022-04-22
14977,3972,208,2020-03-23,2023-03-08,Active,1255203,125520.3,0.67,2021-12-10
14978,3973,202,2024-12-06,2027-11-21,Completed,1929033,39368.02,1.0,2026-02-24
14979,3973,208,2020-08-10,2025-07-15,Active,3981856,442428.44,0.14,2021-01-14
14980,3973,207,2024-05-27,2025-05-22,Completed,419933,6254.24,1.0,2025-12-28
14981,3974,202,2021-03-18,2022-09-09,Completed,7425634,148512.68,1.0,2021-12-19
14982,3974,201,2024-08-07,2034-06-16,Active,47366090,404838.38,0.16,2024-12-08
14983,3974,203,2020-10-31,2025-10-05,Active,2981920,80592.43,0.91,2021-08-07
14984,3975,203,2023-06-12,2024-12-03,Completed,10223622,365129.36,1.0,2025-05-09
14985,3976,208,2023-05-30,2024-05-24,Completed,2804636,350579.5,1.0,2023-07-05
14986,3976,204,2023-07-04,2025-06-23,Active,1402004,70100.2,0.49,2024-02-02
14987,3977,201,2022-04-05,2032-02-12,Completed,31905973,146357.67,1.0,2022-09-21
14988,3977,207,2022-09-15,2023-09-10,Active,289720,5567.04,0.9,2022-11-01
14989,3978,202,2023-08-14,2024-02-10,Active,1451720,55835.38,0.83,2025-03-17
14990,3978,203,2024-12-16,2027-12-01,Completed,14368455,898028.44,1.0,2026-08-12
14991,3979,205,2022-11-28,2023-05-27,Completed,918828,54048.71,1.0,2023-10-17
14992,3980,206,2022-08-29,2024-02-20,Active,1087694,51063.62,0.15,2024-04-02
14993,3981,205,2021-02-17,2022-08-11,Completed,857300,53581.25,1.0,2023-06-21
14994,3982,207,2023-11-26,2025-05-19,Completed,75546,1121.87,1.0,2024-03-27
14995,3982,203,2020-05-13,2021-05-08,Completed,1507536,41876.0,1.0,2022-09-23
14996,3983,208,2024-11-28,2025-05-27,Active,2367296,215208.73,0.5,2025-07-12
14997,3983,207,2021-02-14,2030-12-24,Completed,286370,7038.69,1.0,2023-04-27
14998,3984,207,2020-07-12,2025-06-16,Active,39306,1000.0,0.52,2020-12-21
14999,3984,202,2020-06-30,2021-06-25,Completed,4166915,115747.64,1.0,2021-10-20
15000,3984,202,2024-01-17,2026-01-06,Active,2898998,48316.63,0.58,2026-07-04
15001,3985,202,2022-09-17,2024-03-10,Active,7494208,227097.21,0.16,2023-06-09
15002,3985,202,2024-03-12,2025-03-07,Active,8481601,146234.5,0.73,2026-05-15
15003,3985,206,2023-08-26,2024-08-20,Active,175547,7596.05,0.53,2025-09-24
15004,3986,202,2022-10-15,2027-09-19,Completed,6976740,155038.67,1.0,2023-10-29
15005,3986,204,2022-03-15,2032-01-22,Completed,1013420,84451.67,1.0,2022-12-29
15006,3986,208,2024-01-24,2027-01-08,Active,4377815,729635.83,0.87,2026-04-20
15007,3987,206,2022-07-15,2027-06-19,Completed,1894479,87023.13,1.0,2024-04-16
15008,3987,208,2022-07-14,2025-06-28,Active,238942,19911.83,0.18,2023-09-07
15009,3987,208,2022-08-05,2025-07-20,Active,4552740,413885.45,0.26,2024-02-13
15010,3988,207,2021-02-22,2022-02-17,Completed,22909,1000.0,1.0,2023-07-21
15011,3988,202,2020-03-17,2021-03-12,Completed,2076447,47191.98,1.0,2022-02-18
15012,3988,202,2021-09-03,2023-08-24,Completed,1056604,25770.83,1.0,2022-06-22
15013,3989,204,2024-11-20,2026-05-14,Completed,1749510,145792.5,1.0,2026-02-16
15014,3989,204,2024-08-13,2034-06-22,Completed,1526630,254438.33,1.0,2025-11-28
15015,3990,203,2021-07-18,2022-07-13,Completed,10043245,772557.31,1.0,2023-09-08
15016,3991,208,2020-10-29,2025-10-03,Active,3360370,560061.67,0.74,2022-10-13
15017,3991,208,2023-07-27,2026-07-11,Active,3933456,393345.6,0.24,2024-11-27
15018,3991,203,2020-01-02,2022-12-17,Active,3797127,99924.39,0.3,2020-04-13
15019,3992,201,2022-04-06,2025-03-21,Completed,7508867,93860.84,1.0,2022-10-22
15020,3992,201,2022-07-26,2025-07-10,Completed,14784236,97908.85,1.0,2023-09-27
15021,3992,201,2024-11-02,2025-05-01,Completed,39960780,360007.03,1.0,2026-05-10
15022,3993,203,2020-05-02,2022-04-22,Active,14684548,1048896.29,0.35,2021-11-03
15023,3994,206,2022-07-23,2023-07-18,Active,1136682,36009.76,0.44,2023-05-18
15024,3994,203,2024-12-20,2025-06-18,Completed,3373966,99234.29,1.0,2026-09-18
15025,3994,205,2023-03-28,2023-09-24,Active,858054,50473.76,0.55,2024-06-07
15026,3995,207,2020-07-22,2022-07-12,Active,278718,2850.49,0.46,2022-05-02
15027,3995,207,2020-05-02,2022-04-22,Active,307026,4508.44,0.45,2022-06-24
15028,3996,201,2021-05-26,2022-05-21,Active,8790957,57084.14,0.91,2021-11-04
15029,3997,205,2024-05-21,2029-04-25,Completed,1128028,102548.0,1.0,2026-03-11
15030,3997,205,2024-10-03,2026-09-23,Completed,1189758,99146.5,1.0,2025-03-11
15031,3997,204,2021-09-11,2024-08-26,Completed,1100733,137591.62,1.0,2022-09-05
15032,3998,203,2024-03-27,2029-03-01,Active,6910533,209410.09,0.76,2025-06-05
15033,3998,202,2020-09-17,2021-09-12,Completed,6623666,236559.5,1.0,2021-11-29
15034,3998,205,2024-01-15,2028-12-19,Completed,369445,24629.67,1.0,2025-08-17
15035,3999,208,2020-02-19,2025-01-23,Active,2924779,417825.57,0.72,2022-04-08
15036,3999,204,2020-02-01,2025-01-05,Completed,631780,28717.27,1.0,2021-01-10
15037,3999,205,2024-01-04,2024-07-02,Completed,675997,37555.39,1.0,2024-09-29
15038,4000,207,2021-09-23,2023-09-13,Active,240644,3557.23,0.43,2023-09-09
15039,4001,204,2024-03-06,2024-09-02,Completed,1048130,149732.86,1.0,2026-02-28
15040,4002,205,2023-03-04,2028-02-06,Active,1334264,102635.69,0.53,2025-01-14
15041,4003,202,2020-11-20,2021-05-19,Active,5124648,189801.78,0.18,2022-07-28
15042,4004,207,2022-03-06,2024-02-24,Completed,193219,3638.21,1.0,2022-10-19
15043,4004,206,2020-01-06,2020-07-04,Completed,1817462,71772.27,1.0,2022-06-10
15044,4005,202,2021-08-04,2024-07-19,Completed,5935241,131894.24,1.0,2022-05-05
15045,4005,203,2021-10-12,2023-04-05,Completed,9231694,659406.71,1.0,2024-02-24
15046,4005,201,2020-01-14,2024-12-18,Completed,36636333,318576.81,1.0,2021-01-27
15047,4006,207,2024-09-25,2029-08-30,Completed,336784,7389.29,1.0,2025-10-01
15048,4006,203,2022-06-06,2027-05-11,Completed,1095231,26076.93,1.0,2022-08-23
15049,4006,208,2020-08-05,2022-01-27,Completed,4656630,465663.0,1.0,2022-08-01
15050,4007,202,2021-09-09,2023-03-03,Completed,3311911,56134.08,1.0,2022-07-14
15051,4008,205,2021-06-13,2031-04-22,Active,1140348,95029.0,0.45,2023-02-26
15052,4009,204,2021-02-28,2024-02-13,Completed,1588003,93411.94,1.0,2022-11-03
15053,4009,207,2024-02-04,2029-01-08,Active,110428,2974.92,0.12,2025-07-10
15054,4010,202,2021-02-19,2022-02-14,Completed,6308841,112657.88,1.0,2022-09-12
15055,4010,204,2022-06-14,2027-05-19,Completed,1040111,130013.88,1.0,2023-05-18
15056,4011,206,2023-06-23,2028-05-27,Completed,1196475,27606.5,1.0,2024-10-09
15057,4011,201,2021-01-13,2030-11-22,Completed,36270796,307379.63,1.0,2022-02-15
15058,4011,205,2022-04-08,2023-09-30,Active,719392,79932.44,0.72,2022-05-17
15059,4012,207,2022-09-23,2027-08-28,Active,410711,9118.65,0.23,2023-05-26
15060,4013,203,2021-08-12,2031-06-21,Completed,7173844,551834.15,1.0,2023-04-29
15061,4013,202,2022-10-08,2032-08-16,Completed,5698153,101752.73,1.0,2025-01-09
15062,4014,205,2021-03-27,2026-03-01,Active,1017061,113006.78,0.15,2023-05-01
15063,4014,201,2020-06-30,2021-12-22,Completed,33908303,434721.83,1.0,2021-01-29
15064,4015,202,2022-05-28,2023-05-23,Active,5513459,162160.56,0.54,2024-01-18
15065,4015,202,2024-09-06,2026-08-27,Completed,7037797,117296.62,1.0,2025-12-10
15066,4016,207,2022-06-24,2027-05-29,Active,373078,9970.13,0.84,2022-12-10
15067,4016,203,2022-01-15,2023-07-09,Completed,17373695,434342.38,1.0,2023-10-05
15068,4016,201,2024-06-11,2025-12-03,Active,12635313,180504.47,0.24,2025-11-15
15069,4017,204,2021-12-28,2023-12-18,Active,576406,26200.27,0.87,2023-10-01
15070,4018,205,2023-03-10,2023-09-06,Active,880213,88021.3,0.89,2025-01-16
15071,4018,201,2022-06-20,2025-06-04,Active,24183355,390054.11,0.94,2023-01-27
15072,4018,201,2023-10-12,2024-04-09,Active,34784810,148653.03,0.98,2025-07-15
15073,4019,203,2020-06-28,2023-06-13,Completed,8892051,247001.42,1.0,2022-06-27
15074,4019,207,2022-08-31,2025-08-15,Active,414020,9643.64,0.11,2022-10-31
15075,4019,205,2024-07-18,2025-07-13,Active,678256,96893.71,0.77,2024-08-22
15076,4020,206,2023-12-15,2028-11-18,Active,330765,14955.25,0.3,2024-01-23
15077,4020,202,2024-10-21,2026-10-11,Active,9455666,278107.82,0.69,2026-10-29
15078,4020,204,2020-09-24,2021-03-23,Completed,1589894,113563.86,1.0,2023-01-24
15079,4021,204,2021-05-31,2026-05-05,Active,1888483,314747.17,0.46,2021-09-05
15080,4021,204,2020-05-23,2021-11-14,Completed,915523,152587.17,1.0,2021-11-08
15081,4021,202,2023-08-18,2026-08-02,Active,4516735,92178.27,0.85,2024-02-21
15082,4022,205,2023-02-22,2024-08-15,Completed,803614,80361.4,1.0,2025-04-27
15083,4023,204,2024-08-16,2025-02-12,Active,1164094,52913.36,0.39,2025-07-17
15084,4023,208,2024-08-16,2025-08-11,Active,1750792,194532.44,0.86,2026-10-21
15085,4024,205,2024-12-16,2027-12-01,Active,667339,37074.39,0.97,2025-05-02
15086,4024,201,2021-12-23,2024-12-07,Active,31107322,250865.5,0.2,2023-12-26
15087,4025,204,2022-07-28,2027-07-02,Completed,1283887,128388.7,1.0,2024-04-25
15088,4025,202,2024-08-14,2034-06-23,Active,2666388,111099.5,0.17,2026-04-03
15089,4025,201,2024-08-25,2025-02-21,Active,42332804,196896.76,0.29,2024-10-24
15090,4026,207,2020-04-12,2021-04-07,Completed,280773,6137.12,1.0,2022-03-04
15091,4027,202,2020-06-29,2023-06-14,Active,8279070,212283.85,0.33,2022-05-25
15092,4027,205,2023-04-20,2024-10-11,Completed,1142248,63458.22,1.0,2025-04-01
15093,4028,204,2023-02-19,2024-02-14,Completed,558292,32840.71,1.0,2025-07-18
15094,4028,203,2021-04-06,2031-02-13,Completed,16386129,744824.05,1.0,2022-10-17
15095,4028,205,2020-07-23,2022-01-14,Active,1007073,111897.0,0.29,2020-09-19
15096,4029,205,2023-06-01,2026-05-16,Active,687374,114562.33,0.75,2025-07-12
15097,4029,205,2023-08-30,2033-07-08,Active,1447507,80417.06,0.38,2025-05-02
15098,4029,204,2022-10-04,2027-09-08,Active,1832678,83303.55,0.76,2025-02-05
15099,4030,206,2023-12-03,2028-11-06,Active,207565,9293.21,0.13,2024-08-30
15100,4030,204,2023-06-05,2028-05-09,Active,474542,43140.18,0.71,2023-08-11
15101,4031,203,2020-09-30,2025-09-04,Completed,9164587,254571.86,1.0,2022-09-27
15102,4031,203,2020-03-14,2022-03-04,Completed,7827397,223639.91,1.0,2022-05-03
15103,4031,206,2022-05-26,2027-04-30,Active,1494384,58987.34,0.51,2024-06-27
15104,4032,204,2023-01-28,2032-12-06,Completed,1866626,116664.12,1.0,2025-03-02
15105,4032,206,2020-07-05,2021-01-01,Active,997574,12408.75,0.9,2022-09-17
15106,4032,205,2020-10-16,2021-10-11,Active,397546,44171.78,0.2,2022-05-26
15107,4033,201,2023-06-15,2023-12-12,Completed,42044717,378781.23,1.0,2024-10-24
15108,4034,204,2023-01-28,2024-07-21,Completed,1224944,55679.27,1.0,2023-04-15
15109,4034,201,2024-11-15,2025-11-10,Active,7251933,55358.27,0.46,2027-02-23
15110,4034,204,2020-10-22,2022-10-12,Completed,1761824,97879.11,1.0,2023-02-28
15111,4035,205,2024-08-05,2025-07-31,Completed,443293,24627.39,1.0,2026-01-18
15112,4035,202,2020-04-06,2021-09-28,Completed,4020872,121844.61,1.0,2021-06-29
15113,4036,205,2023-08-10,2026-07-25,Active,629475,48421.15,0.54,2025-09-10
15114,4036,205,2024-12-30,2027-12-15,Active,562496,35156.0,0.15,2027-06-16
15115,4037,205,2023-09-09,2028-08-13,Active,746354,106622.0,0.65,2025-11-30
15116,4037,203,2022-01-02,2023-06-26,Active,18584075,453270.12,0.62,2022-08-29
15117,4038,202,2021-10-27,2026-10-01,Completed,2818838,54208.42,1.0,2023-03-14
15118,4038,206,2023-02-04,2024-07-28,Active,999761,36472.04,0.27,2024-04-27
15119,4038,203,2024-12-18,2026-12-08,Completed,16204148,368276.09,1.0,2025-09-21
15120,4039,203,2023-06-20,2025-06-09,Completed,1094443,54722.15,1.0,2024-06-05
15121,4039,202,2024-12-18,2029-11-22,Completed,9964162,191618.5,1.0,2025-10-14
15122,4040,207,2022-04-06,2024-03-26,Active,9470,1000.0,0.82,2022-09-03
15123,4040,208,2023-02-02,2025-01-22,Active,4612785,658969.29,0.64,2024-12-29
15124,4041,202,2024-09-27,2025-03-26,Completed,3265266,64024.82,1.0,2025-11-18
15125,4041,207,2022-04-04,2022-10-01,Active,362809,7818.63,0.18,2024-03-20
15126,4041,204,2022-09-16,2027-08-21,Active,581740,58174.0,0.54,2024-05-22
15127,4042,204,2022-03-23,2032-01-30,Active,1499694,65204.09,0.21,2023-01-22
15128,4042,201,2024-01-25,2026-01-14,Completed,38371336,286353.25,1.0,2025-04-26
15129,4042,201,2023-05-20,2033-03-28,Completed,16947553,220098.09,1.0,2024-01-15
15130,4043,204,2024-12-07,2026-11-27,Active,1409200,108400.0,0.28,2025-02-03
15131,4043,208,2022-02-15,2031-12-25,Active,3219656,292696.0,0.56,2023-10-30
15132,4043,208,2020-07-17,2022-07-07,Completed,107441,13430.12,1.0,2021-10-09
15133,4044,203,2023-05-21,2024-11-11,Completed,17368189,457057.61,1.0,2024-05-16
15134,4045,205,2023-10-09,2033-08-17,Active,549377,49943.36,0.2,2024-09-29
15135,4046,204,2022-09-03,2024-02-25,Completed,516658,51665.8,1.0,2023-10-12
15136,4047,206,2024-12-30,2029-12-04,Completed,180629,3886.82,1.0,2025-07-13
15137,4047,201,2020-02-03,2022-01-23,Active,20326709,191761.41,0.54,2021-04-11
15138,4048,205,2024-11-03,2034-09-12,Active,767722,59055.54,0.1,2025-05-14
15139,4048,205,2020-05-12,2030-03-21,Active,1494613,135873.91,0.18,2021-12-03
15140,4048,205,2021-06-21,2023-06-11,Active,1489204,114554.15,0.88,2021-12-31
15141,4049,204,2021-08-19,2023-02-10,Active,1064179,44340.79,0.31,2023-10-06
15142,4049,204,2021-01-12,2021-07-11,Active,1397811,82224.18,0.6,2022-02-02
15143,4049,207,2024-10-04,2026-09-24,Completed,155003,2736.25,1.0,2027-03-23
15144,4050,202,2022-12-24,2023-06-22,Completed,2776487,54440.92,1.0,2023-08-18
15145,4051,206,2023-08-06,2028-07-10,Completed,1467095,60315.29,1.0,2025-12-15
15146,4051,204,2024-07-10,2029-06-14,Completed,1649203,149927.55,1.0,2026-10-25
15147,4052,202,2020-10-31,2021-10-26,Active,7764168,209842.38,0.27,2022-01-15
15148,4052,208,2022-11-05,2023-05-04,Active,935795,93579.5,0.98,2023-07-14
15149,4052,205,2020-08-18,2030-06-27,Active,1286778,98982.92,0.87,2020-10-04
15150,4053,207,2023-02-09,2024-02-04,Active,32884,1000.0,0.14,2025-06-29
15151,4054,206,2021-05-29,2024-05-13,Completed,1339301,49218.52,1.0,2023-02-27
15152,4054,206,2020-03-16,2023-03-01,Active,429070,15775.28,0.95,2021-03-08
15153,4054,205,2023-10-27,2024-04-24,Completed,1174706,146838.25,1.0,2024-06-04
15154,4055,202,2020-04-03,2025-03-08,Completed,8129413,246345.85,1.0,2021-10-10
15155,4055,206,2024-06-03,2027-05-19,Completed,1590146,19605.68,1.0,2025-11-29
15156,4056,205,2023-03-16,2023-09-12,Completed,364866,33169.64,1.0,2025-02-08
15157,4056,206,2024-11-22,2025-11-17,Completed,1495029,52186.41,1.0,2026-01-06
15158,4056,206,2024-07-13,2027-06-28,Active,1670261,21730.48,0.44,2026-05-03
15159,4057,207,2024-09-05,2026-08-26,Active,339528,6789.36,0.58,2026-02-12
15160,4057,204,2025-01-01,2027-12-17,Completed,652258,59296.18,1.0,2026-01-05
15161,4057,202,2024-09-16,2029-08-21,Completed,9582404,187890.27,1.0,2025-08-31
15162,4058,204,2022-11-19,2024-05-12,Completed,163702,12592.46,1.0,2024-03-05
15163,4058,206,2023-08-08,2026-07-23,Completed,1861244,53557.31,1.0,2024-11-09
15164,4058,201,2024-01-03,2033-11-11,Active,36659122,313325.83,0.52,2024-11-08
15165,4059,205,2021-11-20,2024-11-04,Active,839919,52494.94,0.59,2022-11-19
15166,4059,207,2022-12-10,2023-06-08,Completed,218534,5351.88,1.0,2024-03-18
15167,4060,206,2023-06-27,2026-06-11,Active,75648,2337.47,0.17,2024-12-23
15168,4060,207,2023-09-21,2024-03-19,Completed,480240,13744.56,1.0,2024-11-03
15169,4061,205,2020-01-24,2024-12-28,Active,475332,47533.2,0.37,2020-10-09
15170,4062,202,2020-01-30,2020-07-28,Active,2804136,71900.92,0.13,2021-07-02
15171,4062,206,2020-11-15,2025-10-20,Active,1671258,29424.67,0.84,2022-06-28
15172,4062,205,2024-03-01,2026-02-19,Active,895399,68876.85,0.11,2024-11-10
15173,4063,202,2024-08-19,2034-06-28,Active,8344013,320923.58,0.63,2025-05-15
15174,4063,206,2024-01-24,2025-01-18,Completed,482992,10304.49,1.0,2025-07-06
15175,4063,204,2024-06-19,2025-12-11,Active,943840,85803.64,0.54,2025-12-25
15176,4064,204,2021-12-10,2023-11-30,Active,118450,9111.54,0.21,2022-10-26
15177,4064,203,2023-01-01,2024-06-24,Completed,7626143,173321.43,1.0,2023-09-08
15178,4064,207,2024-02-01,2026-01-21,Completed,197870,5129.51,1.0,2024-04-15
15179,4065,208,2024-05-20,2025-05-15,Completed,2086294,260786.75,1.0,2024-06-19
15180,4065,206,2021-07-28,2022-01-24,Completed,836463,10942.05,1.0,2023-12-28
15181,4065,202,2023-10-29,2024-10-23,Completed,2513033,67919.81,1.0,2026-01-14
15182,4066,206,2022-12-23,2023-06-21,Completed,994721,11892.6,1.0,2023-08-23
15183,4066,204,2020-02-03,2021-07-27,Active,647793,64779.3,0.12,2020-10-08
15184,4067,207,2024-12-31,2034-11-09,Completed,368363,10685.74,1.0,2027-06-18
15185,4067,203,2023-06-09,2023-12-06,Active,6549505,187128.71,0.57,2025-02-23
15186,4068,208,2024-02-19,2033-12-28,Active,1978746,329791.0,0.11,2025-11-14
15187,4068,201,2021-07-31,2022-07-26,Active,37302730,272282.7,0.59,2022-09-28
15188,4068,204,2023-10-10,2033-08-18,Completed,296921,26992.82,1.0,2025-11-13
15189,4069,208,2023-11-23,2033-10-01,Completed,1281479,160184.88,1.0,2026-05-02
15190,4070,204,2021-02-11,2022-02-06,Active,477728,59716.0,0.95,2022-02-22
15191,4070,207,2023-09-06,2028-08-10,Active,266456,4564.44,0.86,2024-06-26
15192,4070,204,2022-08-31,2024-02-22,Completed,1207991,172570.14,1.0,2024-07-14
15193,4071,205,2021-09-27,2023-09-17,Active,768851,54917.93,0.26,2023-11-09
15194,4071,206,2024-11-20,2029-10-25,Completed,1791594,52683.99,1.0,2025-05-26
15195,4072,208,2022-05-17,2027-04-21,Completed,274403,30489.22,1.0,2023-07-30
15196,4073,201,2020-09-29,2021-09-24,Active,12591267,199861.38,0.39,2021-08-02
15197,4074,208,2022-04-11,2023-10-03,Completed,2380255,238025.5,1.0,2022-09-04
15198,4074,203,2024-01-06,2033-11-14,Completed,2361730,90835.77,1.0,2025-01-03
15199,4075,205,2022-03-17,2024-03-06,Active,885547,63253.36,0.78,2023-01-30
15200,4076,204,2021-05-16,2024-04-30,Completed,828661,46036.72,1.0,2021-11-29
15201,4076,207,2023-04-16,2024-04-10,Active,98878,1113.42,0.36,2024-11-22
15202,4077,206,2024-05-16,2025-05-11,Completed,1432446,42665.53,1.0,2026-06-18
15203,4077,201,2022-11-30,2024-05-23,Active,31982481,195015.13,0.32,2025-01-19
15204,4078,204,2020-09-19,2025-08-24,Completed,1971686,219076.22,1.0,2023-02-07
15205,4078,204,2024-01-19,2025-01-13,Active,1944259,149558.38,0.76,2025-09-28
15206,4078,208,2022-03-25,2023-03-20,Active,3985149,664191.5,0.16,2022-05-31
15207,4079,202,2023-03-26,2025-03-15,Completed,3287858,106059.94,1.0,2023-11-26
