transaction_id,user_id,date,category,subcategory,amount,necessity_level,emotion_type,payment_type,product_id
9797,55,2023-03-09,Card,Card replenishment,2503156.49,5,Planned,Cash,207.0
9798,55,2025-01-06,Business,Business credit payment,3339898.38,3,Rational,Transfer,203.0
9799,55,2023-07-18,Deposit,Account top-up,256254.08,4,Planned,Transfer,206.0
9800,55,2023-01-13,Charity,Zakat payment,198451.43,4,Routine,Cash,
9801,55,2024-10-30,Deposit,Account top-up,59614.25,5,Planned,Card,206.0
9802,55,2023-07-01,Auto,Auto loan installment,1204220.88,5,Routine,Transfer,202.0
9803,55,2023-07-23,Deposit,Account top-up,196051.07,3,Rational,Card,206.0
9804,55,2023-03-04,Education,Student loan payment,3118626.24,3,Routine,Transfer,205.0
9805,55,2025-08-20,Business,Business credit payment,1797752.1,4,Rational,Cash,203.0
9806,55,2023-11-21,Education,Student loan payment,3228229.33,3,Routine,Card,205.0
9807,55,2023-04-27,Education,Student loan payment,1109012.58,4,Rational,Transfer,205.0
9808,55,2024-12-16,Education,Student loan payment,4774247.82,4,Planned,Card,205.0
9809,55,2025-02-04,Deposit,Account top-up,414159.44,5,Planned,Transfer,206.0
9810,55,2023-06-09,Auto,Auto loan installment,4354523.27,3,Routine,Cash,202.0
9811,55,2024-10-27,Business,Business credit payment,3263897.0,4,Planned,Transfer,203.0
9812,55,2024-12-24,Auto,Auto loan installment,562603.65,4,Routine,Cash,202.0
9813,55,2024-11-23,Card,Card replenishment,913651.16,5,Rational,Card,207.0
9814,55,2023-01-25,Charity,Zakat payment,196088.09,4,Planned,Cash,
9815,55,2025-01-10,Property,Mortgage payment,2787939.84,5,Planned,Card,201.0
9816,55,2025-07-27,Deposit,Account top-up,553447.15,3,Rational,Card,206.0
9817,55,2025-07-18,Property,Mortgage payment,4424766.65,5,Routine,Card,201.0
9818,55,2025-01-04,Card,Card replenishment,2812417.91,4,Routine,Card,207.0
9819,55,2024-05-22,Property,Mortgage payment,277317.33,3,Routine,Card,201.0
9820,55,2024-02-27,Deposit,Account top-up,1369340.92,3,Rational,Transfer,206.0
9821,55,2023-05-05,Deposit,Account top-up,1649968.32,4,Routine,Card,206.0
9822,55,2025-03-20,Personal needs,Consumer loan payment,4710492.97,3,Planned,Transfer,204.0
9823,55,2024-11-26,Auto,Auto loan installment,621275.26,5,Rational,Transfer,202.0
9824,55,2024-06-27,Deposit,Account top-up,1804656.2,3,Planned,Transfer,206.0
9825,55,2025-03-20,Education,Student loan payment,3037337.7,5,Routine,Cash,205.0
9826,55,2023-10-24,Personal needs,Consumer loan payment,264659.55,5,Routine,Card,204.0
9827,55,2025-04-12,Personal needs,Consumer loan payment,3669160.38,4,Routine,Transfer,204.0
9828,55,2023-07-15,Card,Card replenishment,4479976.23,4,Rational,Transfer,207.0
9829,55,2025-06-18,Deposit,Account top-up,3584683.72,4,Rational,Cash,206.0
9830,55,2024-12-05,Card,Card replenishment,1920779.41,3,Planned,Transfer,207.0
9831,55,2023-09-17,Healthcare,Insurance payment,4095331.27,4,Rational,Cash,208.0
9832,55,2024-12-07,Deposit,Account top-up,1694395.45,5,Rational,Cash,206.0
9833,55,2025-05-27,Auto,Auto loan installment,4734553.36,5,Routine,Cash,202.0
9834,55,2023-01-21,Auto,Auto loan installment,1933733.18,5,Rational,Cash,202.0
9835,55,2023-05-01,Property,Mortgage payment,551613.25,4,Rational,Transfer,201.0
9836,55,2023-11-05,Auto,Auto loan installment,4000191.35,5,Routine,Card,202.0
9837,55,2024-10-20,Business,Business credit payment,1271769.78,3,Rational,Card,203.0
9838,55,2023-09-27,Property,Mortgage payment,3748809.56,4,Rational,Transfer,201.0
9839,55,2024-12-20,Card,Card replenishment,4206241.38,3,Rational,Card,207.0
9840,55,2023-05-29,Personal needs,Consumer loan payment,3897112.83,5,Routine,Cash,204.0
9841,55,2024-04-23,Deposit,Account top-up,4395189.88,5,Planned,Transfer,206.0
9842,55,2024-06-05,Education,Student loan payment,4833876.73,3,Planned,Cash,205.0
9843,55,2024-06-20,Charity,Zakat payment,93574.45,4,Planned,Transfer,
9844,55,2023-06-29,Deposit,Account top-up,827238.38,5,Planned,Cash,206.0
9845,55,2024-12-18,Healthcare,Insurance payment,2089619.6,5,Routine,Card,208.0
9846,55,2023-01-30,Property,Mortgage payment,1149667.84,4,Routine,Card,201.0
9847,55,2023-06-08,Healthcare,Insurance payment,1242709.18,5,Routine,Transfer,208.0
9848,55,2023-03-29,Charity,Zakat payment,30018.33,5,Planned,Cash,
9849,55,2024-01-24,Deposit,Account top-up,4540390.17,5,Rational,Transfer,206.0
9850,55,2024-06-28,Property,Mortgage payment,3282086.76,5,Rational,Card,201.0
9851,55,2023-06-25,Property,Mortgage payment,1120751.81,4,Planned,Card,201.0
9852,55,2025-01-03,Property,Mortgage payment,1420680.79,3,Planned,Transfer,201.0
9853,55,2023-02-06,Healthcare,Insurance payment,2727302.06,3,Planned,Transfer,208.0
9854,55,2023-11-14,Education,Student loan payment,3519175.44,5,Routine,Transfer,205.0
9855,55,2023-07-07,Business,Business credit payment,4931434.28,4,Rational,Cash,203.0
9856,55,2025-02-24,Card,Card replenishment,1179046.51,4,Rational,Card,207.0
9857,55,2023-12-31,Deposit,Account top-up,3389516.89,3,Rational,Cash,206.0
9858,55,2023-09-21,Personal needs,Consumer loan payment,3767014.44,5,Planned,Transfer,204.0
9859,56,2025-01-19,Deposit,Account top-up,4757081.25,3,Routine,Cash,206.0
9860,56,2024-01-19,Healthcare,Insurance payment,4045373.08,4,Rational,Cash,208.0
9861,56,2023-04-10,Property,Mortgage payment,2801950.85,4,Rational,Transfer,201.0
9862,56,2024-10-29,Personal needs,Consumer loan payment,4500639.83,5,Rational,Cash,204.0
9863,56,2023-05-02,Auto,Auto loan installment,674647.74,5,Routine,Transfer,202.0
9864,56,2023-03-03,Card,Card replenishment,3961601.83,5,Rational,Cash,207.0
9865,56,2024-04-07,Education,Student loan payment,449691.22,5,Planned,Card,205.0
9866,56,2023-09-08,Business,Business credit payment,3634351.76,3,Planned,Cash,203.0
9867,56,2023-05-30,Auto,Auto loan installment,768610.11,5,Rational,Cash,202.0
9868,56,2024-07-25,Business,Business credit payment,4881840.47,3,Planned,Transfer,203.0
9869,56,2023-03-30,Personal needs,Consumer loan payment,3072438.42,4,Routine,Card,204.0
9870,56,2024-11-26,Personal needs,Consumer loan payment,1764518.11,4,Routine,Transfer,204.0
9871,56,2024-04-29,Deposit,Account top-up,4987992.8,4,Planned,Transfer,206.0
9872,56,2025-05-04,Deposit,Account top-up,2459681.54,3,Planned,Cash,206.0
9873,56,2023-04-23,Education,Student loan payment,83631.67,4,Planned,Cash,205.0
9874,56,2023-07-21,Deposit,Account top-up,256715.65,4,Rational,Cash,206.0
9875,56,2024-02-14,Personal needs,Consumer loan payment,2721082.84,3,Rational,Cash,204.0
9876,56,2023-05-17,Education,Student loan payment,3021835.46,4,Routine,Transfer,205.0
9877,56,2025-04-27,Property,Mortgage payment,4844270.92,3,Planned,Card,201.0
9878,56,2024-01-30,Education,Student loan payment,1790812.3,3,Planned,Cash,205.0
9879,56,2024-03-06,Education,Student loan payment,4321812.74,4,Planned,Card,205.0
9880,56,2025-10-13,Property,Mortgage payment,1731383.02,3,Planned,Cash,201.0
9881,56,2025-08-04,Card,Card replenishment,4609214.82,5,Planned,Cash,207.0
9882,56,2025-02-19,Business,Business credit payment,1069431.36,3,Planned,Cash,203.0
9883,56,2024-06-26,Personal needs,Consumer loan payment,1993675.15,4,Rational,Card,204.0
9884,56,2025-02-24,Deposit,Account top-up,3065734.9,3,Rational,Transfer,206.0
9885,56,2023-12-06,Deposit,Account top-up,2343307.83,4,Planned,Cash,206.0
9886,56,2023-06-13,Business,Business credit payment,728798.3,5,Planned,Cash,203.0
9887,56,2023-06-11,Education,Student loan payment,4389609.63,5,Routine,Card,205.0
9888,56,2025-10-13,Personal needs,Consumer loan payment,4383264.08,3,Routine,Card,204.0
9889,56,2024-03-31,Auto,Auto loan installment,3486384.15,5,Rational,Cash,202.0
9890,56,2024-06-22,Education,Student loan payment,2600951.65,3,Rational,Transfer,205.0
9891,56,2024-08-06,Property,Mortgage payment,2794620.23,4,Routine,Transfer,201.0
9892,56,2025-01-02,Deposit,Account top-up,1236205.35,5,Routine,Cash,206.0
9893,56,2025-01-30,Healthcare,Insurance payment,4255306.3,5,Routine,Card,208.0
9894,56,2024-07-25,Healthcare,Insurance payment,1397816.47,3,Rational,Card,208.0
9895,56,2024-07-25,Business,Business credit payment,388773.08,4,Routine,Transfer,203.0
9896,56,2025-03-27,Deposit,Account top-up,4953383.7,3,Rational,Card,206.0
9897,56,2025-02-12,Property,Mortgage payment,2821057.14,3,Routine,Transfer,201.0
9898,56,2025-01-22,Property,Mortgage payment,4165023.27,3,Routine,Transfer,201.0
9899,56,2023-07-08,Healthcare,Insurance payment,3271171.65,4,Rational,Transfer,208.0
9900,56,2024-04-16,Auto,Auto loan installment,4707635.12,5,Planned,Cash,202.0
9901,56,2023-07-31,Property,Mortgage payment,2288098.01,3,Routine,Transfer,201.0
9902,56,2023-01-14,Personal needs,Consumer loan payment,1996415.95,3,Routine,Transfer,204.0
9903,56,2024-06-08,Deposit,Account top-up,965622.38,3,Routine,Card,206.0
9904,56,2024-10-27,Property,Mortgage payment,3036070.2,4,Rational,Cash,201.0
9905,56,2025-05-04,Personal needs,Consumer loan payment,3836143.51,3,Rational,Card,204.0
9906,56,2025-03-09,Auto,Auto loan installment,2482607.14,5,Rational,Cash,202.0
9907,56,2025-03-30,Education,Student loan payment,2714077.88,4,Routine,Cash,205.0
9908,56,2023-08-16,Auto,Auto loan installment,3815378.68,3,Planned,Transfer,202.0
9909,56,2024-08-15,Healthcare,Insurance payment,3840062.92,5,Planned,Cash,208.0
9910,56,2024-08-14,Card,Card replenishment,2511453.44,3,Rational,Card,207.0
9911,56,2025-08-13,Education,Student loan payment,2097213.83,5,Planned,Transfer,205.0
9912,56,2024-11-21,Charity,Zakat payment,173743.3,4,Routine,Cash,
9913,56,2023-05-02,Education,Student loan payment,2903943.21,5,Planned,Card,205.0
9914,56,2023-06-23,Healthcare,Insurance payment,3157945.2,4,Routine,Card,208.0
9915,56,2025-04-28,Personal needs,Consumer loan payment,476350.01,4,Routine,Cash,204.0
9916,56,2023-08-26,Deposit,Account top-up,2851017.55,4,Planned,Card,206.0
9917,56,2023-05-18,Card,Card replenishment,2150989.27,3,Routine,Card,207.0
9918,56,2024-09-12,Deposit,Account top-up,3055540.56,5,Planned,Card,206.0
9919,56,2023-02-04,Card,Card replenishment,3308227.65,3,Rational,Card,207.0
9920,56,2023-10-04,Healthcare,Insurance payment,3435783.56,5,Routine,Transfer,208.0
9921,56,2023-11-22,Personal needs,Consumer loan payment,3234700.54,3,Planned,Transfer,204.0
9922,56,2025-09-22,Auto,Auto loan installment,376184.6,4,Rational,Cash,202.0
9923,56,2024-05-29,Education,Student loan payment,1744482.48,5,Rational,Card,205.0
9924,56,2025-02-19,Education,Student loan payment,1868047.34,3,Routine,Transfer,205.0
9925,56,2025-08-04,Property,Mortgage payment,1686012.14,5,Routine,Card,201.0
9926,56,2025-05-31,Card,Card replenishment,2529308.03,3,Routine,Transfer,207.0
9927,56,2025-05-25,Education,Student loan payment,1767363.37,4,Planned,Transfer,205.0
9928,56,2023-04-17,Personal needs,Consumer loan payment,2882818.63,5,Rational,Transfer,204.0
9929,56,2023-03-04,Auto,Auto loan installment,1771962.55,5,Rational,Card,202.0
9930,56,2024-01-09,Education,Student loan payment,2588100.93,3,Routine,Transfer,205.0
9931,56,2023-07-21,Deposit,Account top-up,4236879.22,3,Rational,Card,206.0
9932,56,2023-10-24,Healthcare,Insurance payment,3483653.1,3,Routine,Transfer,208.0
9933,56,2023-05-10,Business,Business credit payment,3999137.54,5,Rational,Card,203.0
9934,56,2023-02-01,Healthcare,Insurance payment,3049175.35,3,Routine,Transfer,208.0
9935,56,2025-06-02,Healthcare,Insurance payment,4838856.48,4,Routine,Transfer,208.0
9936,56,2024-11-08,Deposit,Account top-up,200017.38,3,Planned,Transfer,206.0
9937,56,2023-03-23,Healthcare,Insurance payment,2603154.04,3,Routine,Card,208.0
9938,56,2025-08-18,Charity,Zakat payment,195503.68,3,Rational,Cash,
9939,56,2025-07-28,Charity,Zakat payment,109284.52,3,Rational,Card,
9940,56,2025-06-22,Business,Business credit payment,3078426.47,4,Routine,Cash,203.0
9941,56,2025-09-05,Healthcare,Insurance payment,1412107.0,3,Planned,Transfer,208.0
9942,56,2023-08-08,Business,Business credit payment,3233302.54,4,Planned,Card,203.0
9943,56,2023-11-08,Property,Mortgage payment,1762618.83,5,Planned,Cash,201.0
9944,56,2025-01-10,Education,Student loan payment,1883787.08,5,Rational,Transfer,205.0
9945,56,2025-03-09,Auto,Auto loan installment,801922.34,3,Rational,Cash,202.0
9946,56,2025-10-11,Auto,Auto loan installment,4163368.01,5,Rational,Card,202.0
9947,56,2025-08-05,Business,Business credit payment,2557348.95,5,Planned,Card,203.0
9948,56,2025-04-29,Education,Student loan payment,2327233.38,4,Routine,Cash,205.0
9949,56,2023-09-29,Auto,Auto loan installment,2640788.35,5,Rational,Cash,202.0
9950,56,2023-01-10,Business,Business credit payment,1360667.12,3,Planned,Transfer,203.0
9951,56,2025-07-08,Personal needs,Consumer loan payment,2792866.39,5,Routine,Cash,204.0
9952,56,2023-10-13,Business,Business credit payment,1181163.49,4,Routine,Transfer,203.0
9953,56,2024-04-12,Business,Business credit payment,4967292.95,5,Routine,Transfer,203.0
9954,56,2025-09-20,Auto,Auto loan installment,2700130.54,4,Planned,Transfer,202.0
9955,56,2025-04-05,Card,Card replenishment,3505538.59,5,Planned,Transfer,207.0
9956,56,2023-11-22,Charity,Zakat payment,127385.33,5,Rational,Transfer,
9957,56,2024-07-08,Business,Business credit payment,829767.9,4,Routine,Card,203.0
9958,56,2023-05-17,Education,Student loan payment,4988405.48,5,Rational,Card,205.0
9959,56,2025-06-17,Deposit,Account top-up,4423132.12,5,Routine,Card,206.0
9960,56,2025-06-06,Personal needs,Consumer loan payment,1865859.66,5,Planned,Transfer,204.0
9961,56,2024-12-19,Auto,Auto loan installment,629571.24,3,Routine,Transfer,202.0
9962,56,2023-02-27,Property,Mortgage payment,4982335.42,4,Rational,Transfer,201.0
9963,56,2023-02-03,Property,Mortgage payment,4821734.7,4,Routine,Cash,201.0
9964,56,2024-03-13,Education,Student loan payment,974699.66,5,Rational,Card,205.0
9965,56,2023-12-31,Business,Business credit payment,3826901.1,3,Routine,Card,203.0
9966,56,2024-09-21,Business,Business credit payment,1615762.67,4,Planned,Cash,203.0
9967,56,2024-11-02,Auto,Auto loan installment,391773.96,4,Rational,Cash,202.0
9968,56,2025-09-01,Card,Card replenishment,4061666.51,4,Rational,Card,207.0
9969,56,2023-04-20,Education,Student loan payment,3489182.51,4,Rational,Transfer,205.0
9970,56,2024-12-09,Business,Business credit payment,3615309.85,4,Routine,Transfer,203.0
9971,56,2024-04-04,Property,Mortgage payment,4489353.03,5,Planned,Cash,201.0
9972,56,2024-07-21,Property,Mortgage payment,4904348.04,4,Planned,Transfer,201.0
9973,56,2025-05-01,Deposit,Account top-up,2469803.89,3,Routine,Cash,206.0
9974,56,2024-12-16,Education,Student loan payment,4948050.59,3,Planned,Cash,205.0
9975,56,2024-08-29,Healthcare,Insurance payment,3494178.85,5,Routine,Cash,208.0
9976,56,2024-06-20,Deposit,Account top-up,484660.2,5,Routine,Transfer,206.0
9977,56,2024-11-02,Deposit,Account top-up,2660354.9,4,Planned,Transfer,206.0
9978,56,2023-06-08,Education,Student loan payment,822261.0,3,Planned,Card,205.0
9979,56,2024-08-27,Auto,Auto loan installment,2243355.66,4,Rational,Cash,202.0
9980,56,2023-12-22,Healthcare,Insurance payment,2666946.33,5,Rational,Transfer,208.0
9981,56,2023-02-20,Deposit,Account top-up,2771628.91,3,Rational,Card,206.0
9982,56,2024-06-11,Auto,Auto loan installment,1033494.57,5,Rational,Transfer,202.0
9983,56,2023-04-24,Personal needs,Consumer loan payment,4890491.2,4,Routine,Card,204.0
9984,56,2024-11-21,Personal needs,Consumer loan payment,3027792.02,4,Routine,Transfer,204.0
9985,56,2023-11-07,Charity,Zakat payment,112042.27,5,Routine,Card,
9986,56,2023-08-01,Property,Mortgage payment,1905263.5,3,Routine,Card,201.0
9987,56,2025-03-31,Business,Business credit payment,1020947.93,4,Rational,Transfer,203.0
9988,56,2025-04-12,Education,Student loan payment,4625787.12,4,Routine,Transfer,205.0
9989,56,2025-04-25,Personal needs,Consumer loan payment,1197928.68,5,Planned,Card,204.0
9990,56,2024-04-24,Education,Student loan payment,553471.77,3,Planned,Cash,205.0
9991,56,2024-09-06,Card,Card replenishment,2441396.34,5,Rational,Transfer,207.0
9992,56,2025-04-21,Card,Card replenishment,468501.27,3,Routine,Cash,207.0
9993,56,2024-06-30,Charity,Zakat payment,140232.66,5,Rational,Card,
9994,56,2024-05-21,Education,Student loan payment,2419021.16,4,Routine,Cash,205.0
9995,56,2025-02-13,Business,Business credit payment,4494081.08,5,Routine,Card,203.0
9996,56,2024-12-30,Property,Mortgage payment,2465705.19,3,Routine,Card,201.0
9997,56,2024-06-10,Charity,Zakat payment,68904.03,4,Rational,Transfer,
9998,56,2025-03-14,Healthcare,Insurance payment,4210519.89,4,Planned,Transfer,208.0
9999,56,2024-08-29,Personal needs,Consumer loan payment,4199414.12,5,Planned,Card,204.0
10000,56,2023-09-16,Education,Student loan payment,2797686.77,5,Planned,Cash,205.0
10001,56,2024-10-05,Education,Student loan payment,3240973.44,5,Routine,Cash,205.0
10002,56,2023-07-31,Card,Card replenishment,4550341.33,4,Rational,Transfer,207.0
10003,56,2024-04-24,Business,Business credit payment,170202.84,3,Rational,Transfer,203.0
10004,56,2025-06-13,Business,Business credit payment,1798285.87,4,Planned,Cash,203.0
10005,56,2023-09-22,Deposit,Account top-up,2479630.83,5,Planned,Transfer,206.0
10006,56,2025-07-17,Healthcare,Insurance payment,4015803.29,3,Planned,Transfer,208.0
10007,56,2023-12-25,Healthcare,Insurance payment,876606.12,5,Rational,Transfer,208.0
10008,56,2024-02-05,Auto,Auto loan installment,4864109.75,3,Rational,Cash,202.0
10009,56,2023-07-02,Deposit,Account top-up,3745699.83,3,Routine,Cash,206.0
10010,56,2023-04-08,Charity,Zakat payment,58688.69,3,Planned,Cash,
10011,56,2024-05-08,Education,Student loan payment,4263842.51,5,Routine,Transfer,205.0
10012,56,2024-04-08,Property,Mortgage payment,1961206.04,5,Routine,Card,201.0
10013,56,2024-05-19,Education,Student loan payment,2186328.3,4,Planned,Card,205.0
10014,56,2025-06-30,Education,Student loan payment,1839729.73,5,Planned,Transfer,205.0
10015,56,2025-09-10,Personal needs,Consumer loan payment,464799.84,4,Planned,Transfer,204.0
10016,56,2024-06-22,Property,Mortgage payment,1254224.92,5,Rational,Card,201.0
10017,56,2023-05-14,Auto,Auto loan installment,1261488.34,5,Rational,Transfer,202.0
10018,56,2024-04-26,Personal needs,Consumer loan payment,2269824.29,3,Routine,Transfer,204.0
10019,56,2023-10-01,Property,Mortgage payment,108631.76,4,Rational,Card,201.0
10020,56,2025-01-21,Charity,Zakat payment,92113.52,3,Routine,Transfer,
10021,56,2023-11-29,Property,Mortgage payment,3692967.98,3,Rational,Cash,201.0
10022,56,2024-01-06,Deposit,Account top-up,2463819.54,5,Rational,Transfer,206.0
10023,56,2025-05-23,Deposit,Account top-up,3200017.34,5,Routine,Transfer,206.0
10024,56,2025-09-07,Property,Mortgage payment,4144268.4,5,Rational,Transfer,201.0
10025,56,2023-07-10,Deposit,Account top-up,3440054.28,5,Planned,Transfer,206.0
10026,56,2023-01-29,Card,Card replenishment,3892023.85,3,Planned,Transfer,207.0
10027,56,2025-05-07,Auto,Auto loan installment,2489444.63,4,Rational,Cash,202.0
10028,56,2024-01-20,Auto,Auto loan installment,2997588.48,3,Routine,Transfer,202.0
10029,56,2023-07-15,Personal needs,Consumer loan payment,2485194.08,5,Planned,Card,204.0
10030,56,2024-07-27,Personal needs,Consumer loan payment,3997350.82,5,Rational,Card,204.0
10031,56,2024-11-22,Healthcare,Insurance payment,847142.16,4,Rational,Transfer,208.0
10032,56,2023-07-22,Charity,Zakat payment,64538.45,3,Rational,Cash,
10033,56,2024-08-15,Business,Business credit payment,592353.66,4,Rational,Card,203.0
10034,56,2025-04-03,Property,Mortgage payment,3982480.47,5,Routine,Cash,201.0
10035,56,2023-09-16,Healthcare,Insurance payment,3753899.52,3,Planned,Transfer,208.0
10036,56,2024-09-20,Education,Student loan payment,3937300.06,5,Planned,Transfer,205.0
10037,56,2025-05-24,Education,Student loan payment,2325002.19,5,Routine,Card,205.0
10038,56,2024-01-22,Card,Card replenishment,3192144.2,3,Rational,Cash,207.0
10039,56,2024-11-29,Auto,Auto loan installment,3524904.73,3,Planned,Transfer,202.0
10040,56,2024-08-23,Healthcare,Insurance payment,4984839.58,4,Rational,Card,208.0
10041,56,2023-02-18,Deposit,Account top-up,4521136.54,5,Planned,Card,206.0
10042,56,2024-08-05,Deposit,Account top-up,2514270.21,5,Rational,Transfer,206.0
10043,56,2025-09-19,Personal needs,Consumer loan payment,3699402.78,4,Rational,Card,204.0
10044,56,2023-08-08,Property,Mortgage payment,714332.3,3,Routine,Transfer,201.0
10045,56,2023-11-02,Property,Mortgage payment,4630771.7,4,Rational,Transfer,201.0
10046,56,2024-01-04,Healthcare,Insurance payment,1919637.45,3,Rational,Cash,208.0
10047,56,2024-08-07,Auto,Auto loan installment,364060.71,4,Planned,Cash,202.0
10048,56,2024-09-28,Education,Student loan payment,4366110.88,4,Rational,Card,205.0
10049,56,2024-03-25,Healthcare,Insurance payment,1896566.13,3,Planned,Cash,208.0
10050,56,2024-06-21,Healthcare,Insurance payment,4260470.62,4,Planned,Card,208.0
10051,56,2025-06-18,Business,Business credit payment,1865006.89,3,Routine,Card,203.0
10052,56,2024-07-04,Deposit,Account top-up,1811281.17,5,Routine,Transfer,206.0
10053,56,2024-01-22,Personal needs,Consumer loan payment,3694143.12,4,Rational,Card,204.0
10054,56,2024-12-25,Deposit,Account top-up,1212349.43,5,Planned,Card,206.0
10055,56,2025-01-17,Business,Business credit payment,3890224.73,4,Rational,Card,203.0
10056,56,2024-06-17,Card,Card replenishment,250003.2,4,Planned,Transfer,207.0
10057,56,2024-07-17,Property,Mortgage payment,4969292.8,4,Rational,Cash,201.0
10058,56,2025-02-06,Deposit,Account top-up,4551319.92,4,Routine,Card,206.0
10059,56,2023-04-24,Education,Student loan payment,4864414.36,5,Planned,Card,205.0
10060,56,2025-07-10,Charity,Zakat payment,36390.69,4,Rational,Card,
10061,56,2023-08-25,Card,Card replenishment,1268237.5,4,Rational,Cash,207.0
10062,56,2023-07-12,Deposit,Account top-up,2498298.73,3,Routine,Transfer,206.0
10063,56,2025-08-13,Charity,Zakat payment,59205.57,5,Planned,Cash,
10064,56,2025-08-26,Business,Business credit payment,929809.42,5,Planned,Cash,203.0
10065,56,2023-01-22,Deposit,Account top-up,4794720.71,4,Routine,Cash,206.0
10066,57,2024-05-29,Business,Business credit payment,2459842.95,4,Routine,Cash,203.0
10067,57,2024-10-04,Business,Business credit payment,3554741.91,3,Planned,Card,203.0
10068,57,2023-12-05,Card,Card replenishment,189030.93,5,Rational,Transfer,207.0
10069,57,2024-05-31,Business,Business credit payment,4813987.04,5,Routine,Cash,203.0
10070,57,2023-07-06,Personal needs,Consumer loan payment,1396416.52,4,Rational,Card,204.0
10071,57,2023-05-22,Deposit,Account top-up,498235.14,5,Planned,Transfer,206.0
10072,57,2023-01-06,Business,Business credit payment,1092505.69,4,Routine,Transfer,203.0
10073,57,2023-12-20,Personal needs,Consumer loan payment,4010722.12,3,Routine,Transfer,204.0
10074,57,2024-08-03,Personal needs,Consumer loan payment,1500511.52,4,Planned,Transfer,204.0
10075,57,2024-01-26,Deposit,Account top-up,4118969.09,3,Rational,Card,206.0
10076,57,2023-01-02,Business,Business credit payment,4333190.97,4,Planned,Transfer,203.0
10077,57,2023-07-17,Property,Mortgage payment,930036.86,4,Routine,Cash,201.0
10078,57,2023-10-12,Business,Business credit payment,659246.24,3,Planned,Transfer,203.0
10079,57,2025-06-30,Auto,Auto loan installment,991947.96,4,Routine,Cash,202.0
10080,57,2023-01-17,Card,Card replenishment,1006070.21,4,Routine,Card,207.0
10081,57,2024-11-25,Card,Card replenishment,1161127.79,4,Planned,Card,207.0
10082,57,2024-03-05,Education,Student loan payment,4309376.23,3,Routine,Card,205.0
10083,57,2024-12-01,Business,Business credit payment,2797732.53,4,Routine,Card,203.0
10084,57,2024-06-18,Education,Student loan payment,4642645.6,5,Planned,Card,205.0
10085,57,2024-01-18,Property,Mortgage payment,4875141.01,3,Planned,Card,201.0
10086,57,2023-03-12,Deposit,Account top-up,2084552.27,5,Rational,Transfer,206.0
10087,57,2023-02-02,Healthcare,Insurance payment,3605358.19,5,Rational,Cash,208.0
10088,57,2025-09-27,Property,Mortgage payment,3457901.64,3,Rational,Cash,201.0
10089,57,2023-02-17,Deposit,Account top-up,1232913.24,5,Rational,Transfer,206.0
10090,57,2023-04-27,Deposit,Account top-up,3996704.8,5,Rational,Transfer,206.0
10091,57,2023-01-03,Auto,Auto loan installment,4219703.33,3,Routine,Cash,202.0
10092,57,2023-09-02,Auto,Auto loan installment,2221722.38,5,Planned,Cash,202.0
10093,57,2024-02-09,Personal needs,Consumer loan payment,2526477.09,5,Routine,Transfer,204.0
10094,57,2025-05-09,Card,Card replenishment,1626068.45,3,Routine,Transfer,207.0
10095,57,2025-10-06,Personal needs,Consumer loan payment,4510147.48,4,Routine,Transfer,204.0
10096,57,2024-07-20,Personal needs,Consumer loan payment,4910367.06,3,Rational,Transfer,204.0
10097,57,2025-02-18,Card,Card replenishment,2353286.85,3,Rational,Transfer,207.0
10098,57,2025-07-15,Deposit,Account top-up,3660883.63,4,Routine,Card,206.0
10099,57,2024-10-08,Education,Student loan payment,1469099.39,3,Planned,Cash,205.0
10100,57,2025-03-30,Auto,Auto loan installment,34648.41,5,Planned,Transfer,202.0
10101,57,2023-04-23,Charity,Zakat payment,93396.79,3,Routine,Card,
10102,57,2023-08-10,Auto,Auto loan installment,3713764.63,3,Routine,Card,202.0
10103,57,2025-09-15,Business,Business credit payment,3799122.79,3,Rational,Transfer,203.0
10104,57,2024-07-12,Healthcare,Insurance payment,4489755.02,4,Planned,Card,208.0
10105,57,2025-09-29,Personal needs,Consumer loan payment,2524934.93,3,Routine,Cash,204.0
10106,57,2025-09-23,Property,Mortgage payment,2480911.13,5,Planned,Transfer,201.0
10107,57,2025-06-16,Property,Mortgage payment,1212720.8,4,Rational,Transfer,201.0
10108,57,2025-03-10,Charity,Zakat payment,118366.64,4,Rational,Card,
10109,57,2025-05-09,Property,Mortgage payment,4915763.25,4,Rational,Card,201.0
10110,57,2024-12-11,Deposit,Account top-up,4813137.94,4,Planned,Cash,206.0
10111,57,2024-04-06,Property,Mortgage payment,289192.19,3,Planned,Transfer,201.0
10112,57,2023-03-28,Business,Business credit payment,2834453.54,3,Routine,Transfer,203.0
10113,57,2023-12-04,Auto,Auto loan installment,2586187.81,5,Routine,Card,202.0
10114,57,2023-12-25,Education,Student loan payment,878357.74,4,Rational,Cash,205.0
10115,57,2025-04-05,Auto,Auto loan installment,4314553.65,3,Rational,Transfer,202.0
10116,57,2024-02-10,Card,Card replenishment,1245620.08,3,Routine,Card,207.0
10117,57,2024-10-22,Card,Card replenishment,2616890.47,4,Routine,Card,207.0
10118,57,2023-03-09,Auto,Auto loan installment,848245.79,3,Planned,Card,202.0
10119,57,2025-08-21,Property,Mortgage payment,1519247.12,3,Planned,Transfer,201.0
